RU1911.SHF,COMMODITY,FUTURES,RESOURCE,天然橡胶1911,SHFE,10,2019-11-15,天然橡胶,10吨,人民币元/吨
RU2001.SHF,COMMODITY,FUTURES,RESOURCE,天然橡胶2001,SHFE,10,2020-01-15,天然橡胶,10吨,人民币元/吨
RU2003.SHF,COMMODITY,FUTURES,RESOURCE,天然橡胶2003,SHFE,10,2020-03-16,天然橡胶,10吨,人民币元/吨
SF001.CZC,COMMODITY,FUTURES,RESOURCE,硅铁2001,CZCE,5,2020-01-15,硅铁,5吨,人民币元/吨
SF002.CZC,COMMODITY,FUTURES,RESOURCE,硅铁2002,CZCE,5,2020-02-14,硅铁,5吨,人民币元/吨
SF003.CZC,COMMODITY,FUTURES,RESOURCE,硅铁2003,CZCE,5,2020-03-13,硅铁,5吨,人民币元/吨
SF909.CZC,COMMODITY,FUTURES,RESOURCE,硅铁1909,CZCE,5,2019-09-16,硅铁,5吨,人民币元/吨
SF910.CZC,COMMODITY,FUTURES,RESOURCE,硅铁1910,CZCE,5,2019-10-21,硅铁,5吨,人民币元/吨
SF911.CZC,COMMODITY,FUTURES,RESOURCE,硅铁1911,CZCE,5,2019-11-14,硅铁,5吨,人民币元/吨
SF912.CZC,COMMODITY,FUTURES,RESOURCE,硅铁1912,CZCE,5,2019-12-13,硅铁,5吨,人民币元/吨
SM001.CZC,COMMODITY,FUTURES,RESOURCE,锰硅2001,CZCE,5,2020-01-15,锰硅,5吨,人民币元/吨
SM002.CZC,COMMODITY,FUTURES,RESOURCE,锰硅2002,CZCE,5,2020-02-14,锰硅,5吨,人民币元/吨
SM003.CZC,COMMODITY,FUTURES,RESOURCE,锰硅2003,CZCE,5,2020-03-13,锰硅,5吨,人民币元/吨
SM909.CZC,COMMODITY,FUTURES,RESOURCE,锰硅1909,CZCE,5,2019-09-16,锰硅,5吨,人民币元/吨
SM910.CZC,COMMODITY,FUTURES,RESOURCE,锰硅1910,CZCE,5,2019-10-21,锰硅,5吨,人民币元/吨
SM911.CZC,COMMODITY,FUTURES,RESOURCE,锰硅1911,CZCE,5,2019-11-14,锰硅,5吨,人民币元/吨
SM912.CZC,COMMODITY,FUTURES,RESOURCE,锰硅1912,CZCE,5,2019-12-13,锰硅,5吨,人民币元/吨
SR001.CZC,COMMODITY,FUTURES,AGRICULTURE,白砂糖2001,CZCE,10,2020-01-15,白砂糖,10吨,人民币元/吨
SR003.CZC,COMMODITY,FUTURES,AGRICULTURE,白砂糖2003,CZCE,10,2020-03-13,白砂糖,10吨,人民币元/吨
SR909.CZC,COMMODITY,FUTURES,AGRICULTURE,白砂糖1909,CZCE,10,2019-09-16,白砂糖,10吨,人民币元/吨
SR911.CZC,COMMODITY,FUTURES,AGRICULTURE,白砂糖1911,CZCE,10,2019-11-14,白砂糖,10吨,人民币元/吨
TA001.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)2001,CZCE,5,2020-01-15,精对苯二甲酸(PTA),5吨,人民币元/吨
TA002.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)2002,CZCE,5,2020-02-14,精对苯二甲酸(PTA),5吨,人民币元/吨
TA003.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)2003,CZCE,5,2020-03-13,精对苯二甲酸(PTA),5吨,人民币元/吨
TA909.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)1909,CZCE,5,2019-09-16,精对苯二甲酸(PTA),5吨,人民币元/吨
TA910.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)1910,CZCE,5,2019-10-21,精对苯二甲酸(PTA),5吨,人民币元/吨
TA911.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)1911,CZCE,5,2019-11-14,精对苯二甲酸(PTA),5吨,人民币元/吨
TA912.CZC,COMMODITY,FUTURES,RESOURCE,精对苯二甲酸(PTA)1912,CZCE,5,2019-12-13,精对苯二甲酸(PTA),5吨,人民币元/吨
V1909.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯1909,DCE,5,2019-09-16,聚氯乙烯,5吨,人民币元/吨
V1910.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯1910,DCE,5,2019-10-21,聚氯乙烯,5吨,人民币元/吨
V1911.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯1911,DCE,5,2019-11-14,聚氯乙烯,5吨,人民币元/吨
V1912.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯1912,DCE,5,2019-12-13,聚氯乙烯,5吨,人民币元/吨
V2001.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯2001,DCE,5,2020-01-15,聚氯乙烯,5吨,人民币元/吨
V2002.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯2002,DCE,5,2020-02-14,聚氯乙烯,5吨,人民币元/吨
V2003.DCE,COMMODITY,FUTURES,RESOURCE,聚氯乙烯2003,DCE,5,2020-03-13,聚氯乙烯,5吨,人民币元/吨
Y1909.DCE,COMMODITY,FUTURES,AGRICULTURE,大豆原油1909,DCE,10,2019-09-16,大豆原油,10吨,人民币元/吨
Y1911.DCE,COMMODITY,FUTURES,AGRICULTURE,大豆原油1911,DCE,10,2019-11-14,大豆原油,10吨,人民币元/吨
Y1912.DCE,COMMODITY,FUTURES,AGRICULTURE,大豆原油1912,DCE,10,2019-12-13,大豆原油,10吨,人民币元/吨
Y2001.DCE,COMMODITY,FUTURES,AGRICULTURE,大豆原油2001,DCE,10,2020-01-15,大豆原油,10吨,人民币元/吨
Y2003.DCE,COMMODITY,FUTURES,AGRICULTURE,大豆原油2003,DCE,10,2020-03-13,大豆原油,10吨,人民币元/吨
ZC001.CZC,COMMODITY,FUTURES,RESOURCE,动力煤2001,CZCE,100,2020-01-08,动力煤,100吨,人民币元/吨
ZC002.CZC,COMMODITY,FUTURES,RESOURCE,动力煤2002,CZCE,100,2020-02-07,动力煤,100吨,人民币元/吨
ZC003.CZC,COMMODITY,FUTURES,RESOURCE,动力煤2003,CZCE,100,2020-03-06,动力煤,100吨,人民币元/吨
ZC909.CZC,COMMODITY,FUTURES,RESOURCE,动力煤1909,CZCE,100,2019-09-06,动力煤,100吨,人民币元/吨
ZC910.CZC,COMMODITY,FUTURES,RESOURCE,动力煤1910,CZCE,100,2019-10-14,动力煤,100吨,人民币元/吨
ZC911.CZC,COMMODITY,FUTURES,RESOURCE,动力煤1911,CZCE,100,2019-11-07,动力煤,100吨,人民币元/吨
ZC912.CZC,COMMODITY,FUTURES,RESOURCE,动力煤1912,CZCE,100,2019-12-06,动力煤,100吨,人民币元/吨
ZN1909.SHF,COMMODITY,FUTURES,METAL,锌1909,SHFE,5,2019-09-16,锌,5吨,人民币元/吨
ZN1910.SHF,COMMODITY,FUTURES,METAL,锌1910,SHFE,5,2019-10-15,锌,5吨,人民币元/吨
ZN1911.SHF,COMMODITY,FUTURES,METAL,锌1911,SHFE,5,2019-11-15,锌,5吨,人民币元/吨
ZN1912.SHF,COMMODITY,FUTURES,METAL,锌1912,SHFE,5,2019-12-16,锌,5吨,人民币元/吨
ZN2001.SHF,COMMODITY,FUTURES,METAL,锌2001,SHFE,5,2020-01-15,锌,5吨,人民币元/吨
ZN2002.SHF,COMMODITY,FUTURES,METAL,锌2002,SHFE,5,2020-02-17,锌,5吨,人民币元/吨
ZN2003.SHF,COMMODITY,FUTURES,METAL,锌2003,SHFE,5,2020-03-16,锌,5吨,人民币元/吨
