P1911.DCE,COMMODITY,FUTURES,AGRICULTURE,棕榈油1911,DCE,10,2019-11-14,棕榈油,10吨,人民币元/吨
P1912.DCE,COMMODITY,FUTURES,AGRICULTURE,棕榈油1912,DCE,10,2019-12-13,棕榈油,10吨,人民币元/吨
P2001.DCE,COMMODITY,FUTURES,AGRICULTURE,棕榈油2001,DCE,10,2020-01-15,棕榈油,10吨,人民币元/吨
P2002.DCE,COMMODITY,FUTURES,AGRICULTURE,棕榈油2002,DCE,10,2020-02-14,棕榈油,10吨,人民币元/吨
P2003.DCE,COMMODITY,FUTURES,AGRICULTURE,棕榈油2003,DCE,10,2020-03-13,棕榈油,10吨,人民币元/吨
PB1909.SHF,COMMODITY,FUTURES,METAL,铅1909,SHFE,5,2019-09-16,铅,5吨,人民币元/吨
PB1910.SHF,COMMODITY,FUTURES,METAL,铅1910,SHFE,5,2019-10-15,铅,5吨,人民币元/吨
PB1911.SHF,COMMODITY,FUTURES,METAL,铅1911,SHFE,5,2019-11-15,铅,5吨,人民币元/吨
PB1912.SHF,COMMODITY,FUTURES,METAL,铅1912,SHFE,5,2019-12-16,铅,5吨,人民币元/吨
PB2001.SHF,COMMODITY,FUTURES,METAL,铅2001,SHFE,5,2020-01-15,铅,5吨,人民币元/吨
PB2002.SHF,COMMODITY,FUTURES,METAL,铅2002,SHFE,5,2020-02-17,铅,5吨,人民币元/吨
PB2003.SHF,COMMODITY,FUTURES,METAL,铅2003,SHFE,5,2020-03-16,铅,5吨,人民币元/吨
PP1909.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯1909,DCE,5,2019-09-16,聚丙烯,5吨,人民币元/吨
PP1910.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯1910,DCE,5,2019-10-21,聚丙烯,5吨,人民币元/吨
PP1911.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯1911,DCE,5,2019-11-14,聚丙烯,5吨,人民币元/吨
PP1912.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯1912,DCE,5,2019-12-13,聚丙烯,5吨,人民币元/吨
PP2001.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯2001,DCE,5,2020-01-15,聚丙烯,5吨,人民币元/吨
PP2002.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯2002,DCE,5,2020-02-14,聚丙烯,5吨,人民币元/吨
PP2003.DCE,COMMODITY,FUTURES,RESOURCE,聚丙烯2003,DCE,5,2020-03-13,聚丙烯,5吨,人民币元/吨
RB1909.SHF,COMMODITY,FUTURES,METAL,螺纹钢1909,SHFE,10,2019-09-16,螺纹钢,10吨,人民币元/吨
RB1910.SHF,COMMODITY,FUTURES,METAL,螺纹钢1910,SHFE,10,2019-10-15,螺纹钢,10吨,人民币元/吨
